Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
jac service center,78,78,590,10,1.00,https://easyauto.ae/business/jac-showroom-abu-dhabi-al-habtoor-motors-royal-car/,0,0,0.00,0.09,95,"100, 54, 10, 100, 67, 82, 82, 67, 100, 100, 82, 100",2026-06-13,"Local pack, Related searches","informational, navigational",Organic
jac service center,81,81,590,10,1.00,https://easyauto.ae/business/jac-showroom-abu-dhabi-al-habtoor-motors-royal-car/,0,0,0.00,0.09,95,"100, 54, 10, 100, 67, 82, 82, 67, 100, 100, 82, 100",2026-06-13,"Local pack, Related searches","informational, navigational",Organic
ag cars,21,21,2400,31,0.77,https://easyauto.ae/business/ag-cars-services-sharjah/,0,0,0.00,0.43,142,"100, 100, 100, 100, 100, 83, 83, 100, 83, 83, 83, 66",2026-06-23,"Local pack, Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches",navigational,Organic
ag cars,33,33,2400,31,0.77,https://easyauto.ae/business/ag-cars-services-llc-abu-dhabi/,0,0,0.00,0.43,142,"100, 100, 100, 100, 100, 83, 83, 100, 83, 83, 83, 66",2026-06-23,"Local pack, Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches",navigational,Organic
ag cars,43,43,2400,31,0.77,https://easyauto.ae/business/ag-cars-services-llc-rak/,0,0,0.00,0.43,142,"100, 100, 100, 100, 100, 83, 83, 100, 83, 83, 83, 66",2026-06-23,"Local pack, Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches",navigational,Organic
volkswagen service center dubai,39,39,590,19,1.94,https://easyauto.ae/business/volkswagen-showroom-and-service-center-dubai-al-nabooda-automobiles/,0,0,0.00,0.42,4830000,"88, 72, 48, 48, 59, 100, 59, 48, 59, 72, 48, 32",2026-05-11,"Knowledge panel, Video, Image, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
volkswagen service center dubai,41,41,590,19,1.94,https://easyauto.ae/business/volkswagen-showroom-and-service-center-dubai-al-nabooda-automobiles/,0,0,0.00,0.42,4830000,"88, 72, 48, 48, 59, 100, 59, 48, 59, 72, 48, 32",2026-05-11,"Knowledge panel, Video, Image, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
volkswagen service center dubai,56,56,590,19,1.94,https://easyauto.ae/business/volkswagen-showroom-and-service-center-dubai-al-nabooda-automobiles/,0,0,0.00,0.42,4830000,"88, 72, 48, 48, 59, 100, 59, 48, 59, 72, 48, 32",2026-05-11,"Knowledge panel, Video, Image, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
وكالة الدوج,41,41,140,18,0.00,https://easyauto.ae/business/dodge-al-ain-showroom-trading-enterprises/,0,0,0.00,0.15,119,"67, 52, 67, 100, 81, 81, 52, 67, 67, 67, 52, 52",2026-06-15,"Local pack, Reviews, Video, People also ask, Related searches",commercial,Organic
وكالة الدوج,50,50,140,18,0.00,https://easyauto.ae/business/dodge-al-ain-showroom-trading-enterprises/,0,0,0.00,0.15,119,"67, 52, 67, 100, 81, 81, 52, 67, 67, 67, 52, 52",2026-06-15,"Local pack, Reviews, Video, People also ask, Related searches",commercial,Organic
jac motors uae,24,24,90,21,0.51,https://easyauto.ae/business/jac-showroom-abu-dhabi-al-habtoor-motors-royal-car/,0,0,0.00,0.51,0,"79, 64, 100, 79, 64, 64, 64, 64, 64, 50, 64, 50",2026-06-18,"Local pack, Sitelinks, Reviews, People also ask, Related searches",navigational,Organic
wrapstyle,17,17,90,40,1.38,https://easyauto.ae/business/wrapstyle-dubai-uae-car-wrapping-company/,0,0,0.00,0.21,103,"100, 100, 100, 100, 64, 82, 82, 100, 64, 64, 64, 64",2026-05-26,"Local pack, Sitelinks, Related searches",navigational,Organic
wrapstyle,18,18,90,40,1.38,https://easyauto.ae/business/wrapstyle-dubai-uae-car-wrapping-company/,0,0,0.00,0.21,103,"100, 100, 100, 100, 64, 82, 82, 100, 64, 64, 64, 64",2026-05-26,"Local pack, Sitelinks, Related searches",navigational,Organic
adnoc petrol station near to me,20,20,90,24,0.00,https://easyauto.ae/business/adnoc-service-station-khalifa-city-766/,0,0,0.00,0.03,103,"100, 82, 82, 82, 100, 82, 100, 100, 82, 82, 36, 45",2026-06-24,"Local pack, Sitelinks, Reviews, People also ask, Related searches",commercial,Organic
abu dhabi tire company,45,45,140,16,0.00,https://easyauto.ae/business/tire-ae-baniyas-abu-dhabi/,0,0,0.00,0.33,110,"100, 81, 65, 81, 65, 81, 65, 27, 0, 4, 4, 4",2026-06-16,"Local pack, Reviews, Video, People also ask, Related searches",commercial,Organic
al habtoor service center garhoud,32,32,110,17,0.72,https://easyauto.ae/business/mitsubishi-motors-service-parts-al-quoz-dubai-al-habtoor-motors/,0,0,0.00,0.12,95,"53, 53, 41, 82, 100, 65, 65, 53, 41, 53, 53, 65",2026-05-12,"Knowledge panel, Video, People also ask, AI overview","informational, transactional",Organic
adnoc petrol pump in dubai,26,26,480,24,0.00,https://easyauto.ae/business/adnoc-service-station-production-city-329/,0,0,0.00,0.03,107,"44, 44, 67, 67, 54, 82, 67, 100, 100, 67, 82, 54",2026-06-11,"Local pack, Image pack, Reviews, People also ask, Related searches",commercial,Organic
lexus dip,25,25,140,13,3.81,https://easyauto.ae/business/lexus-showroom-dfc/,0,0,0.00,0.23,108,"100, 65, 82, 100, 82, 82, 82, 65, 82, 82, 41, 65",2026-06-06,"Knowledge panel, Video, People also ask, Related searches","informational, transactional",Organic
ajman car wash,34,34,110,15,1.02,https://easyauto.ae/business/al-madina-al-jadida-car-washing-car-polishing-ajman/,0,0,0.00,0.35,132,"52, 52, 52, 43, 52, 52, 43, 52, 52, 52, 100, 81",2026-06-15,"Local pack, Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
ajman car wash,46,46,110,15,1.02,https://easyauto.ae/business/cars-shine-mobile-car-wash/,0,0,0.00,0.35,132,"52, 52, 52, 43, 52, 52, 43, 52, 52, 52, 100, 81",2026-06-15,"Local pack, Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
خيبر لقطع غيار السيارات,31,31,140,19,0.00,https://easyauto.ae/business/burj-khaibar-cars-auctions-branch-1/,0,0,0.00,0.03,111,"67, 100, 81, 81, 52, 43, 52, 81, 43, 33, 52, 43",2026-06-24,"Local pack, Reviews, Video, Video Carousel",commercial,Organic
best car recovery service,58,58,390,22,1.82,https://easyauto.ae/business/best-car-recovery-services-3/,0,0,0.00,0.08,105,"30, 44, 44, 36, 30, 36, 30, 55, 55, 55, 100, 36",2026-06-13,"Local pack, Video, People also ask, Related searches, AI overview",informational,Organic
best car recovery service,66,66,390,22,1.82,https://easyauto.ae/business/best-car-recovery-services-3/,0,0,0.00,0.08,105,"30, 44, 44, 36, 30, 36, 30, 55, 55, 55, 100, 36",2026-06-13,"Local pack, Video, People also ask, Related searches, AI overview",informational,Organic
al tayer pre owned ford,19,19,90,23,0.51,https://easyauto.ae/business/al-tayer-motors-ford-al-barsha-pre-owned/,0,0,0.00,0.22,166,"100, 100, 2, 2, 2, 2, 29, 2, 2, 2, 2, 2",2026-05-29,"Knowledge panel, Video, People also ask, Related searches",navigational,Organic
bin hamoodah chevrolet,24,24,260,18,1.46,https://easyauto.ae/business/bin-hamoodah-auto-chevrolet-gmc-showroom-abu-dhabi-main/,0,0,0.00,0.4,107,"82, 82, 100, 82, 100, 82, 54, 54, 54, 67, 67, 54",2026-06-04,"Local pack, Video, Image, Related searches",navigational,Organic
al futtaim spare parts,23,23,170,15,0.84,https://easyauto.ae/business/al-futtaim-trade-point-al-ain/,0,0,0.00,0.25,97,"100, 100, 81, 100, 81, 81, 100, 67, 81, 52, 67, 43",2026-06-06,"Local pack, Video, Related searches",commercial,Organic
al sharq car wash musaafah,59,59,480,13,0.00,https://easyauto.ae/business/al-aqsa-car-wash/,0,0,0.00,0.02,13600,"44, 44, 44, 55, 36, 36, 44, 67, 67, 55, 67, 100",2026-06-14,"Knowledge panel, Reviews, Video, People also ask",informational,Organic
vw abu dhabi pre owned,40,40,70,6,0.80,https://easyauto.ae/business/volkswagen-showroom-mussafah-new-and-certified-used-cars/,0,0,0.00,0.43,311000,"24, 100, 43, 24, 24, 24, 24, 43, 24, 24, 19, 14",2026-05-14,"Video, Image, Related searches",informational,Organic
car spa dubai,27,27,40,20,2.11,https://easyauto.ae/business/car-spa-dubai-3-al-qouz/,0,0,0.00,0.33,111,"56, 44, 78, 11, 100, 11, 56, 11, 33, 22, 33, 11",2026-05-20,"Local pack, Video, Video Carousel, Related searches",commercial,Organic
toyota al ain,26,26,170,19,1.53,https://easyauto.ae/business/toyota-pre-owned-showroom-al-ain/,0,0,0.00,0.36,112,"81, 67, 81, 100, 100, 81, 81, 67, 67, 67, 81, 67",2026-05-18,"Knowledge panel, Video, Image, Ads bottom, People also ask, Related searches","informational, transactional",Organic
copart auction uae,15,15,90,29,0.16,https://easyauto.ae/business/copart-uae-auctions-llc-sharjah-branch/,0,0,0.00,0.33,113,"29, 65, 29, 29, 65, 29, 29, 29, 29, 100, 100, 29",2026-05-19,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
copart auction uae,28,28,90,29,0.16,https://easyauto.ae/business/copart-uae-auctions-llc-sharjah-branch/,0,0,0.00,0.33,113,"29, 65, 29, 29, 65, 29, 29, 29, 29, 100, 100, 29",2026-05-19,"Knowledge panel, Sitelinks, Video, Related searches",navigational,Organic
nearest service station,28,28,110,15,1.00,https://easyauto.ae/business/adnoc-service-station-khalifa-city-766/,0,0,0.00,0.4,107,"100, 100, 79, 79, 64, 100, 79, 79, 79, 79, 50, 64",2026-06-07,"Local pack, Related searches",commercial,Organic
vehicle window tinting,74,74,30,24,1.25,https://easyauto.ae/business/tintingtintppfwrapinstant-windows-tint-auto-acessories-fitting-dubai-uae/,0,0,0.00,0.93,134,"100, 43, 14, 100, 71, 100, 14, 14, 14, 29, 14, 14",2026-05-19,"Local pack, Sitelinks, Video, People also ask, Related searches",commercial,Organic
car zone abu dhabi,15,15,40,13,0.00,https://easyauto.ae/business/drive-zone-auto-parts-car-accessories/,0,0,0.00,0.03,106,"100, 27, 64, 9, 9, 45, 9, 82, 9, 9, 9, 9",2026-06-23,"Knowledge panel, Reviews, Video, People also ask, Related searches",informational,Organic
suzuki showroom,50,50,880,18,0.87,https://easyauto.ae/business/suzuki-showroom-al-ain/,0,0,0.00,0.14,102,"100, 88, 72, 72, 72, 72, 88, 88, 88, 88, 100, 72",2026-05-12,"Local pack, Image, People also ask, Related searches",navigational,Organic
suzuki service center sharjah,19,19,320,19,0.00,https://easyauto.ae/business/suzuki-showroom-sharjah/,0,0,0.00,0.03,106,"67, 54, 81, 67, 54, 54, 67, 67, 54, 81, 100, 100",2026-06-20,"Knowledge panel, Reviews, People also ask, Related searches","navigational, transactional",Organic
suzuki service center sharjah,45,45,320,19,0.00,https://easyauto.ae/business/suzuki-service-parts-center-ras-al-khaimah/,0,0,0.00,0.03,106,"67, 54, 81, 67, 54, 54, 67, 67, 54, 81, 100, 100",2026-06-20,"Knowledge panel, Reviews, People also ask, Related searches","navigational, transactional",Organic
al baghdadi auto spare parts,24,24,70,15,0.00,https://easyauto.ae/business/baghdad-auto-spare-parts-l-l-c/,0,0,0.00,0.33,17400,"100, 2, 2, 15, 2, 2, 2, 2, 2, 2, 19, 8",2026-04-20,"Knowledge panel, Image pack, Image, People also ask, Related searches",informational,Organic
al baghdadi auto spare parts,51,51,70,15,0.00,https://easyauto.ae/business/baghdad-auto-spare-parts-trading-establishment/,0,0,0.00,0.33,17400,"100, 2, 2, 15, 2, 2, 2, 2, 2, 2, 19, 8",2026-04-20,"Knowledge panel, Image pack, Image, People also ask, Related searches",informational,Organic
الاحسن لقطع الغيار أبو ظبي,19,19,110,11,0.00,https://easyauto.ae/business/best-auto-parts-al-ain/,0,0,0.00,0.02,106,"100, 65, 82, 82, 82, 65, 65, 65, 65, 65, 65, 65",2026-06-14,"Local pack, Video, People also ask, Related searches",commercial,Organic
الاحسن لقطع الغيار أبو ظبي,37,37,110,11,0.00,https://easyauto.ae/business/best-auto-parts-abu-dhabi-main-branch-m7/,0,0,0.00,0.02,106,"100, 65, 82, 82, 82, 65, 65, 65, 65, 65, 65, 65",2026-06-14,"Local pack, Video, People also ask, Related searches",commercial,Organic
الاحسن لقطع الغيار أبو ظبي,40,40,110,11,0.00,https://easyauto.ae/business/best-auto-parts-abu-dhabi-main-branch-m7/,0,0,0.00,0.02,106,"100, 65, 82, 82, 82, 65, 65, 65, 65, 65, 65, 65",2026-06-14,"Local pack, Video, People also ask, Related searches",commercial,Organic
car accessories abu dhabi,95,95,480,16,0.55,https://easyauto.ae/business/drive-zone-auto-parts-car-accessories/,0,0,0.00,0.98,6370000,"82, 67, 67, 100, 82, 54, 100, 82, 67, 54, 54, 44",2026-05-12,"Local pack, Sitelinks, Video, Image, Related searches",commercial,Organic
adnoc auto service,20,20,210,19,0.46,https://easyauto.ae/business/adnoc-service-station-khalifa-city-766/,0,0,0.00,0.08,106,"100, 100, 81, 81, 81, 100, 81, 100, 81, 81, 81, 81",2026-05-22,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview","informational, navigational",Organic
adnoc auto service,25,25,210,19,0.46,https://easyauto.ae/business/adnoc-auto-car-wash-al-madina-929/,0,0,0.00,0.08,106,"100, 100, 81, 81, 81, 100, 81, 100, 81, 81, 81, 81",2026-05-22,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview","informational, navigational",Organic
adnoc auto service,54,54,210,19,0.46,https://easyauto.ae/business/adnoc-auto-car-wash-dubai-hills-526/,0,0,0.00,0.08,106,"100, 100, 81, 81, 81, 100, 81, 100, 81, 81, 81, 81",2026-05-22,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview","informational, navigational",Organic
adnoc auto service,58,58,210,19,0.46,https://easyauto.ae/business/adnoc-automatic-car-wash/,0,0,0.00,0.08,106,"100, 100, 81, 81, 81, 100, 81, 100, 81, 81, 81, 81",2026-05-22,"Knowledge panel, Sitelinks, Video, People also ask, Related searches, AI overview","informational, navigational",Organic
al ghandi service ras al khor,13,13,40,16,0.00,https://easyauto.ae/business/al-ghandi-auto-service-ras-al-khor-lkndy-llsyrt-mrkz-lsyn-rs-lkhwr/,0,0,0.00,0.33,106,"78, 56, 11, 11, 56, 78, 56, 11, 11, 11, 100, 22",2026-06-09,"Local pack, Video, People also ask, Related searches",transactional,Organic
ag auto,29,29,90,20,1.33,https://easyauto.ae/business/ag-cars-services-llc-rak/,0,0,0.00,0.28,139,"82, 3, 44, 3, 3, 100, 5, 3, 3, 3, 3, 3",2026-06-09,"Local pack, Video, Video Carousel, Related searches",informational,Organic
car scrap mussafah,27,27,30,10,1.49,https://easyauto.ae/business/scrap-car-buyer-abu-dhabi/,0,0,0.00,0.7,108,"11, 100, 56, 44, 11, 11, 11, 22, 56, 11, 11, 11",2026-06-15,"Local pack, Reviews, Video, Image, People also ask, Related searches",commercial,Organic
car scrap mussafah,30,30,30,10,1.49,https://easyauto.ae/business/scrap-car-buyer-abu-dhabi/,0,0,0.00,0.7,108,"11, 100, 56, 44, 11, 11, 11, 22, 56, 11, 11, 11",2026-06-15,"Local pack, Reviews, Video, Image, People also ask, Related searches",commercial,Organic
al futtaim car service,33,33,170,21,2.20,https://easyauto.ae/business/al-futtaim-motors-light-commercial-vehicles-pre-owned-showroom-and-service-center/,0,0,0.00,0.75,108,"100, 100, 81, 100, 81, 81, 81, 81, 81, 67, 67, 67",2026-05-20,"Local pack, Video, People also ask, Related searches",transactional,Organic
garage dip,35,35,90,33,2.12,https://easyauto.ae/business/hot-pistonz-garage-24-7-auto-repair-garage-in-dip-audi-bmw-jaguar-mercedes-volkswagen-bently-mg-ford-gmc-more/,0,0,0.00,0.55,110,"19, 19, 100, 2, 2, 24, 2, 2, 2, 2, 2, 2",2026-06-17,"Local pack, Sitelinks, Reviews, Video, People also ask, Related searches",commercial,Organic
car recovery ajman,24,24,260,6,0.81,https://easyauto.ae/business/ajman-car-towing-service-near-me-car-recovery-service/,0,0,0.00,0.7,108,"100, 100, 67, 44, 54, 44, 54, 44, 29, 54, 44, 44",2026-05-20,"Local pack, Video, People also ask, Related searches",commercial,Organic
car recovery ajman,43,43,260,6,0.81,https://easyauto.ae/business/ajman-car-recovery-service-and-car-towing/,0,0,0.00,0.7,108,"100, 100, 67, 44, 54, 44, 54, 44, 29, 54, 44, 44",2026-05-20,"Local pack, Video, People also ask, Related searches",commercial,Organic
car recovery ajman,58,58,260,6,0.81,https://easyauto.ae/business/ashraf-car-towing-car-recovery-service-ajman/,0,0,0.00,0.7,108,"100, 100, 67, 44, 54, 44, 54, 44, 29, 54, 44, 44",2026-05-20,"Local pack, Video, People also ask, Related searches",commercial,Organic
car recovery ajman,83,83,260,6,0.81,https://easyauto.ae/business/ajman-recovery-services-zulfiqar/,0,0,0.00,0.7,108,"100, 100, 67, 44, 54, 44, 54, 44, 29, 54, 44, 44",2026-05-20,"Local pack, Video, People also ask, Related searches",commercial,Organic
الحبتور موتورز رويال كار صالة عرض ميتسوبيشي أبوظبي,18,18,260,26,0.00,https://easyauto.ae/business/mitsubishi-motors-showroom-mussafah-abu-dhabi-al-habtoor-motors-royal-car/,0,0,0.00,0.03,108,"67, 100, 67, 82, 67, 67, 82, 82, 67, 67, 82, 54",2026-05-18,"Knowledge panel, Video, Video Carousel, People also ask, Related searches","informational, transactional",Organic
وكالة ميني كوبر ابوظبي,28,28,40,6,0.00,https://easyauto.ae/business/mini-cooper-abu-dhabi-motors-showroom/,0,0,0.00,0.57,107,"11, 56, 11, 11, 44, 78, 33, 11, 22, 100, 100, 11",2026-06-17,"Local pack, Image, Related searches",transactional,Organic
وكالة ميني كوبر ابوظبي,40,40,40,6,0.00,https://easyauto.ae/business/mini-cooper-abu-dhabi-motors/,0,0,0.00,0.57,107,"11, 56, 11, 11, 44, 78, 33, 11, 22, 100, 100, 11",2026-06-17,"Local pack, Image, Related searches",transactional,Organic
dubai used car parts,62,62,110,40,0.45,https://easyauto.ae/business/the-partfinder-uae-used-car-spare-parts/,0,0,0.00,0.37,135,"28, 54, 100, 23, 28, 18, 28, 13, 18, 18, 18, 18",2026-06-02,"Local pack, Video, Image, Related searches",informational,Organic
renault showroom sharjah,11,11,90,15,0.56,https://easyauto.ae/business/renault-sharjah-showroom-arabian-automobiles-llc/,0,0,0.00,0.11,108,"100, 79, 100, 100, 79, 79, 64, 36, 64, 64, 50, 36",2026-06-18,"Knowledge panel, Reviews, People also ask, Related searches","navigational, transactional",Organic
nissan car dealership near me,52,52,210,31,12.36,https://easyauto.ae/business/nissan-showroom-madinat-zayed-al-masaood-automobiles/,0,0,0.00,0.26,169,"44, 66, 44, 44, 66, 66, 44, 44, 66, 81, 100, 100",2026-05-19,"Local pack, People also ask, Related searches",commercial,Organic
adnoc ajman,23,23,140,18,0.00,https://easyauto.ae/business/adnoc-service-station-production-city-329/,0,0,0.00,0.01,103,"54, 65, 42, 42, 54, 54, 54, 81, 54, 81, 100, 27",2026-06-11,"Local pack, Sitelinks, Reviews, People also ask, Related searches",commercial,Organic
car wash station,31,31,110,19,1.28,https://easyauto.ae/business/car-care-car-wash-station/,0,0,0.00,0.48,132,"82, 53, 65, 82, 65, 65, 41, 100, 53, 29, 65, 65",2026-06-13,"Local pack, Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
car wash station,73,73,110,19,1.28,https://easyauto.ae/business/perfect-clean-car-washing-station/,0,0,0.00,0.48,132,"82, 53, 65, 82, 65, 65, 41, 100, 53, 29, 65, 65",2026-06-13,"Local pack, Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
