Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,easyauto.ae,cargaragefinder.ae,mechanicar.com,bestserviceuae.com,autopro.ae,easyauto.ae (pages),cargaragefinder.ae (pages),mechanicar.com (pages),bestserviceuae.com (pages),autopro.ae (pages),Results
mobile tire change service,Commercial,30,17,3.69,1.00,0,61,0,0,0,,https://cargaragefinder.ae/directory/tire-and-battery-change-mobile-dubai,,,,129
mobile tire fitter,Commercial,30,14,3.24,0.98,0,89,0,0,61,,https://cargaragefinder.ae/directory/mobile-tire-fixer-dubai,,,https://www.autopro.ae/tyres,120
mobile tire fix,Commercial,30,14,3.59,0.99,0,49,0,0,0,,https://cargaragefinder.ae/directory/mobile-tire-shop-home-service-only-dubai,,,,137
mobile tire repair,Commercial,30,8,3.59,0.99,0,87,0,0,0,,https://cargaragefinder.ae/directory/mobile-tire-fixer-dubai,,,,138
mobile tyre replacement,Commercial,30,15,3.42,0.93,0,90,0,0,0,,https://cargaragefinder.ae/directory/mobile-tire-fixer-dubai,,,,121
mobile tyre shop,Commercial,30,16,1.25,0.86,0,0,0,0,39,,,,,https://www.autopro.ae/tyres,121
mobile vehicle inspection service,Commercial,30,9,1.51,0.73,0,0,0,0,44,,,,,https://www.autopro.ae/additional-services/mobile-vehicle,135
mobile workshop dubai,Commercial,30,11,1.52,0.90,0,48,0,0,18,,https://cargaragefinder.ae/directory/mobile-services-dubai,,,https://www.autopro.ae/additional-services/mobile-vehicle,122
monthly car wash packages,Informational,30,11,0.72,0.68,0,0,0,0,17,,,,,https://www.autopro.ae/prowash,118
morris garages dubai,Navigational,30,26,0.68,0.19,0,81,0,69,0,,https://cargaragefinder.ae/directory/mg-motor-showroom-ras-al-khaimah,,https://bestserviceuae.com/garage/mg-motor-service-center-dubai/,,668000
motors garage,Commercial,30,17,1.45,0.43,0,0,6,0,0,,,https://www.mechanicar.com/united-arab-emirates/ras-al-khaimah/extreme-motors-garage,,,139
motorworks dubai,Informational,30,16,0.98,0.13,0,0,0,25,0,,,,https://bestserviceuae.com/garage/motorworks-auto-garage-llc/,,83
mr cap al quoz dubai,Navigational,30,24,0.57,0.03,0,0,0,23,0,,,,https://bestserviceuae.com/garage/mrcap-al-quoz/,,97
mtm marine llc,Informational,30,30,1.15,0.33,0,34,0,0,0,,https://cargaragefinder.ae/directory/mtm-marine-workshop-dubai,,,,90600
my ac,Informational,30,43,0.94,0.09,0,0,0,0,31,,,,,https://www.autopro.ae/additional-services/air-conditionning,13860000000
my tires,Informational,30,36,1.46,0.78,0,0,0,0,22,,,,,https://www.autopro.ae/tyres,1820000000
near by garage,Commercial,30,20,2.86,0.63,0,36,0,0,0,,https://cargaragefinder.ae/news/best-car-garages-dubai-area-guide,,,,136
near car wash near me,Commercial,30,9,0.69,0.25,0,0,0,0,3,,,,,https://www.autopro.ae/prowash,556000000
near me car battery shop,Commercial,30,18,9.14,0.89,0,77,0,0,37,,https://cargaragefinder.ae/directory/car-battery-shop-and-car-fix-dubai,,,https://www.autopro.ae/additional-services/battery,104
nearby car service centre,Commercial,30,12,2.95,0.83,0,0,65,0,1,,,https://www.mechanicar.com/united-arab-emirates,,https://www.autopro.ae/,136
nearest car tyre shop,Commercial,30,23,1.03,0.67,0,0,0,0,6,,,,,https://www.autopro.ae/tyres,102
nearest recovery,Commercial,30,12,2.43,0.75,0,0,0,47,0,,,,https://bestserviceuae.com/garage/nearby-recovery-transport-services-247/,,116
new battery,Informational,30,21,7.52,0.68,0,0,0,0,6,,,,,https://www.autopro.ae/additional-services/battery,196
new bharat tyres qusais,Navigational,30,23,0.73,0.33,0,21,27,14,0,,https://cargaragefinder.ae/directory/new-bharat-pitstop-dubai,https://www.mechanicar.com/united-arab-emirates/dubai/new-bharath-pitstop-2,https://bestserviceuae.com/garage/new-bharat-pitstop/,,122
new bharath tyres llc,Navigational,30,16,0.68,0.10,0,29,18,0,0,,https://cargaragefinder.ae/directory/new-bharat-pitstop-dubai,https://www.mechanicar.com/united-arab-emirates/dubai/new-bharath-pitstop-2,,,119
new car battery,Commercial,30,15,8.72,0.90,0,0,0,0,29,,,,,https://www.autopro.ae/additional-services/battery,200
new car battery near me,Commercial,30,26,12.30,0.79,0,0,0,0,29,,,,,https://www.autopro.ae/additional-services/battery,183
new tyre shop near me,Commercial,30,34,1.15,0.80,0,0,0,0,9,,,,,https://www.autopro.ae/tyres,133
nissan authorised service centre,Commercial,30,18,1.52,0.74,0,51,0,71,0,,https://cargaragefinder.ae/directory/nissan-service-center-musaffah-abu-dhabi,,https://bestserviceuae.com/garage/nissan-service-center/,,109
nissan service center ajman,Commercial,30,12,0.57,0.66,0,0,0,16,0,,,,https://bestserviceuae.com/garage/nissan-ajman-showroom-arabian-automobiles-llc/,,164000
nissan showroom dubai deira,"Informational, Navigational",30,17,0.63,0.15,0,0,0,49,0,,,,https://bestserviceuae.com/garage/nissan-service-center-deira-arabian-automobiles-llc/,,103
nissan workshop abu dhabi,Transactional,30,16,2.29,0.74,0,20,0,0,0,,https://cargaragefinder.ae/directory/nissan-service-center-musaffah-abu-dhabi,,,,107
nitto uae,Informational,30,6,0.43,0.83,0,0,0,0,51,,,,,https://www.autopro.ae/tyres,106
off road store near me,Commercial,30,26,0.31,0.39,0,45,0,0,0,,https://cargaragefinder.ae/directory/offroad-revolution-car-parts-abu-dhabi,,,,166
oil change and car wash near me,Commercial,30,-1,1.20,0.35,0,0,0,0,3,,,,,https://www.autopro.ae/promotions,138
oil change and oil filter cost,Informational,30,30,1.26,0.71,0,0,0,0,11,,,,,https://www.autopro.ae/oil-change,117
oil change dubai price,Informational,30,10,1.27,0.94,0,0,0,0,3,,,,,https://www.autopro.ae/oil-change?csrt=8377928392413804044,116
oil change prices near me,Informational,30,9,1.17,0.96,0,0,0,76,10,,,,https://bestserviceuae.com/dubai/oil-change/,https://www.autopro.ae/oil-change?csrt=8377928392413804044,132
oil change promotions,Informational,30,-1,0.73,0.71,0,0,0,0,2,,,,,https://www.autopro.ae/promotions,113
on road car service,Informational,30,9,3.00,0.40,0,0,0,0,3,,,,,https://www.autopro.ae/additional-services/mobile-vehicle,137
on site battery replacement,Informational,30,21,8.84,0.73,0,0,0,60,71,,,,https://bestserviceuae.com/garage/onsite-car-battery-replacement-services-in-abu-dhabi/,https://www.autopro.ae/additional-services/battery,131
online tyre change,Informational,30,25,2.61,0.79,0,0,0,0,36,,,,,https://www.autopro.ae/tyres,116
orange auto garage,Informational,30,15,1.78,0.31,0,55,0,0,0,,https://cargaragefinder.ae/directory/emirate/dubai,,,,106
orient transport rent a car,Commercial,30,7,1.43,0.58,0,29,0,0,0,,https://cargaragefinder.ae/directory/category/rent-transport,,,,99
paint and body shop near me,Commercial,30,7,1.77,0.64,0,0,0,42,0,,,,https://bestserviceuae.com/dubai/body-shop/,,123
paint correction dubai,Commercial,30,11,3.05,1.00,0,0,0,0,69,,,,,https://www.autopro.ae/additional-services/detailing,8220000
paint correction near me,Commercial,30,12,1.77,0.64,0,0,0,0,25,,,,,https://www.autopro.ae/additional-services/detailing,324000000
pajero tyre price in uae,Commercial,30,5,0.49,0.43,0,0,0,0,51,,,,,https://www.autopro.ae/tyres,108
pal auto garage dubai,Navigational,30,19,1.18,0.17,0,23,0,0,0,,https://cargaragefinder.ae/directory/pal-auto-deira-dubai,,,,733000
pal garage al quoz,"Informational, Transactional",30,19,2.54,0.66,0,28,0,0,0,,https://cargaragefinder.ae/directory/pal-auto-deira-dubai,,,,16300
pdr dubai,Informational,30,16,2.47,0.75,0,0,0,0,61,,,,,https://www.autopro.ae/,119
performance tuning dubai,Navigational,30,13,1.71,0.54,0,36,0,0,0,,https://cargaragefinder.ae/directory/performance-tuning-dubai,,,,9340000
pirelli tyre shop near me,Commercial,30,9,1.63,1.00,0,0,0,0,14,,,,,https://www.autopro.ae/tyres,108
pitshop arabia,Navigational,30,36,0.78,0.70,0,0,11,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/pitstoparabia-com,,,101
private car wash service,Informational,30,31,0.51,0.10,0,0,0,0,5,,,,,https://www.autopro.ae/prowash,134
protection car care abu dhabi,"Informational, Transactional",30,12,1.27,0.44,0,0,17,0,0,,,https://www.mechanicar.com/united-arab-emirates/al-ain/protection-car-care,,,109
quick fit garage,Commercial,30,30,2.31,0.63,0,0,29,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/speedfit,,,335000000
quick fit service,Commercial,30,23,1.83,0.89,0,0,0,31,0,,,,https://bestserviceuae.com/garage/quick-fit-auto-center/,,1900000000
quick lease car rental review,Informational,30,25,2.12,0.33,0,33,0,0,0,,https://cargaragefinder.ae/directory/quicklease-car-rentals-dubai,,,,47600000
range rover garage in sharjah,Commercial,30,9,2.03,0.52,0,34,0,46,0,,https://cargaragefinder.ae/directory/land-rover-repair-workshoph-sharjah,,https://bestserviceuae.com/sharjah/british-specialist/,,94
range rover oil change price,Informational,30,9,2.92,0.73,0,0,0,0,51,,,,,https://www.autopro.ae/oil-change?csrt=8377928392413804044,109
ras al khor hyundai service centre,"Informational, Navigational",30,15,0.31,0.16,0,50,0,64,0,,https://cargaragefinder.ae/directory/hyundai-service-center-2-dubai,,https://bestserviceuae.com/garage/hyundai-service-center-rak/,,99
rayan rent a car,Commercial,30,16,1.46,0.69,0,0,0,22,0,,,,https://bestserviceuae.com/garage/al-rayan-rent-a-car-llc/,,100
recharge car battery near me,Commercial,30,29,7.00,0.97,0,91,0,0,8,,https://cargaragefinder.ae/directory/car-battery-replacement-and-service-dubai,,,https://www.autopro.ae/additional-services/battery,109
recovery 24 7,Informational,30,18,2.18,0.99,0,0,0,54,0,,,,https://bestserviceuae.com/garage/recovery-service-dubai-247/,,108
rent a car al qusais dubai,Commercial,30,15,1.37,0.12,0,70,0,0,0,,https://cargaragefinder.ae/directory/autorent-car-rental-al-qusais-dubai,,,,509000
rims and tires near me,Commercial,30,15,0.36,0.57,0,0,0,0,41,,,,,https://www.autopro.ae/tyres,194
rims shop in dubai,Informational,30,19,0.56,1.00,0,0,0,0,42,,,,,https://www.autopro.ae/tyres,171
roadside tire repair,Commercial,30,9,2.38,0.98,0,47,0,0,0,,https://cargaragefinder.ae/directory/tyre-and-battery-repair-and-replacement-dubai,,,,61
roadside tyre assistance,Commercial,30,10,2.95,0.94,0,0,0,0,25,,,,,https://www.autopro.ae/additional-services/mobile-vehicle,135
royal cars dubai,Commercial,30,15,1.27,0.54,0,0,6,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/royal-cars-garage,,,124
royal customs dubai,Navigational,30,22,3.01,0.33,0,0,4,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/royal-customs,,,34200000
royal garage al quoz,Informational,30,12,1.52,0.26,0,0,2,0,0,,,https://www.mechanicar.com/united-arab-emirates/dubai/royal-cars-garage,,,108
rta car inspection dubai,Commercial,30,17,0.93,0.25,0,59,0,0,0,,https://cargaragefinder.ae/news/pass-rta-car-inspection-first-time,,,,431000
rta vehicle inspection dubai,Navigational,30,29,0.92,0.16,0,89,0,0,0,,https://cargaragefinder.ae/news/pass-rta-car-inspection-first-time,,,,371000
saeedi pro tyres,Navigational,30,16,0.81,0.78,0,0,0,33,27,,,,https://bestserviceuae.com/garage/saeedi-pro-dip/,https://www.autopro.ae/tyres,107
second hand tyre shop near me,Commercial,30,18,0.93,0.59,0,0,0,0,49,,,,,https://www.autopro.ae/tyres,87000000
self service car wash dubai,Informational,30,11,0.77,0.19,0,0,0,0,6,,,,,https://www.autopro.ae/prowash,133
sell any car location dubai,Navigational,30,36,1.28,0.57,0,48,0,0,0,,https://cargaragefinder.ae/directory/sellanycar-dubai,,,,107
sell any car umm suqeim location,Informational,30,15,1.45,0.53,0,93,0,0,0,,https://cargaragefinder.ae/directory/sellanycar-dubai,,,,41600
service your car,"Informational, Navigational",30,19,1.92,0.95,0,0,0,0,4,,,,,https://www.autopro.ae/,135
siam tire,Navigational,30,16,0.72,0.38,0,0,0,20,0,,,,https://bestserviceuae.com/garage/al-siam-tyres-trading/,,95
smart ev,"Informational, Transactional",30,22,0.62,0.07,0,46,0,0,0,,https://cargaragefinder.ae/directory/smart-ev-showroom-abu-dhabi,,,,656000000
snash car wash,Informational,30,19,0.73,0.50,0,20,0,0,27,,https://cargaragefinder.ae/directory/snash-car-care-dubai,,,https://www.autopro.ae/prowash,124
steering wheel restoration dubai,Commercial,30,8,2.11,0.92,0,0,0,0,55,,,,,https://www.autopro.ae/additional-services/steering,112
stop and go dubai,Informational,30,19,1.71,0.20,0,0,0,0,38,,,,,https://www.autopro.ae/,103
sur ron shop,Navigational,30,30,0.16,0.88,0,42,0,0,0,,https://cargaragefinder.ae/directory/surron-dubai,,,,114
suspension repair cost,Informational,30,7,1.48,0.54,0,0,0,0,62,,,,,https://www.autopro.ae/additional-services/suspension,118
suzuki dealer dubai,Navigational,30,23,0.43,0.66,0,34,0,0,0,,https://cargaragefinder.ae/directory/suzuki-service-and-parts-center-dubai,,,,107
switchcars,Navigational,30,26,0.53,0.73,0,44,0,0,0,,https://cargaragefinder.ae/directory/carswitch-dubai,,,,113
tayar shop nearby,Commercial,30,43,1.42,0.71,0,0,0,0,75,,,,,https://www.autopro.ae/tyres,14900000
tesla approved body shop,Navigational,30,25,4.33,0.37,0,0,0,33,0,,,,https://bestserviceuae.com/workshop/tesla/,,108
tire ae dubai,Commercial,30,33,0.60,0.88,0,0,10,0,25,,,https://www.mechanicar.com/united-arab-emirates/dubai/tire-ae,,https://www.autopro.ae/tyres,109
tire balancing near me,Commercial,30,9,2.04,0.33,0,0,0,0,3,,,,,https://www.autopro.ae/tyres,131
tire change service,Commercial,30,14,5.23,1.00,0,65,0,0,14,,https://cargaragefinder.ae/directory/tire-and-battery-change-mobile-dubai,,,https://www.autopro.ae/tyres,136
tire company,Informational,30,51,1.41,0.42,0,0,0,0,54,,,,,https://www.autopro.ae/tyres,131
tire dealers in dubai,Commercial,30,22,1.43,0.23,0,0,0,0,13,,,,,https://www.autopro.ae/tyres,119
tire deals,Commercial,30,-1,0.87,1.00,0,0,0,0,12,,,,,https://www.autopro.ae/tyres,126
tire fitting near me,Commercial,30,29,2.46,0.75,0,0,0,0,8,,,,,https://www.autopro.ae/tyres,137
tire offers,Informational,30,7,0.81,1.00,0,0,0,0,19,,,,,https://www.autopro.ae/tyres,124
tire places near me,Commercial,30,34,2.51,0.78,0,45,0,0,7,,https://cargaragefinder.ae/directory/tyre-shop-near-me-dubai,,,https://www.autopro.ae/tyres,125
tire promo,Informational,30,9,0.79,1.00,0,0,0,0,9,,,,,https://www.autopro.ae/promotions,80800000
tire sales near me,Transactional,30,46,1.22,0.67,0,0,0,0,12,,,,,https://www.autopro.ae/tyres,127
tires sharjah,Commercial,30,31,1.10,0.95,0,0,0,0,65,,,,,https://www.autopro.ae/tyres,138
touchless car wash,Commercial,30,18,0.79,0.46,0,0,0,0,2,,,,,https://www.autopro.ae/prowash,5780000
toyota genuine parts sharjah,Commercial,30,6,0.15,0.14,0,0,28,0,0,,,https://www.mechanicar.com/united-arab-emirates/sharjah/nice-auto-spare-parts,,,891000
transmission fluid change near me,Commercial,30,5,3.06,0.73,0,0,0,72,65,,,,https://bestserviceuae.com/dubai/transmission/,https://www.autopro.ae/oil-change,518000000
truck repair near me,Commercial,30,11,1.00,0.12,0,69,0,0,39,,https://cargaragefinder.ae/directory/truck-zone-abu-dhabi,,,https://www.autopro.ae/,112
truck servicing,Transactional,30,9,1.56,0.15,0,59,0,0,0,,https://cargaragefinder.ae/directory/truck-zone-abu-dhabi,,,,1480000000
truck workshop near me,Commercial,30,7,0.85,0.37,0,54,10,0,0,,https://cargaragefinder.ae/directory/truck-zone-abu-dhabi,https://www.mechanicar.com/united-arab-emirates/dubai/truck-house-auto-service-center,,,115
tuning dubai,Commercial,30,9,1.67,0.70,0,68,0,0,0,,https://cargaragefinder.ae/directory/performance-tuning-dubai,,,,123
tyer ae,Navigational,30,29,0.69,0.51,0,0,0,0,26,,,,,https://www.autopro.ae/tyres,2730000
tyers ae,Commercial,30,43,0.83,0.87,0,0,0,0,27,,,,,https://www.autopro.ae/tyres,398000
tyre alignment price,Informational,30,6,0.85,0.66,0,0,0,0,35,,,,,https://www.autopro.ae/tyres,113
tyre change service dubai,Commercial,30,17,4.16,0.83,0,82,0,0,11,,https://cargaragefinder.ae/directory/tyre-and-battery-repair-and-replacement-dubai,,,https://www.autopro.ae/tyres,119
tyre change service sharjah,Commercial,30,5,1.38,0.98,0,0,0,94,0,,,,https://bestserviceuae.com/sharjah/tires-wheels/,,116
tyre change uae,Commercial,30,19,2.21,0.96,0,0,0,0,8,,,,,https://www.autopro.ae/tyres,123
tyre changer near me,Commercial,30,9,2.23,0.22,0,0,0,0,17,,,,,https://www.autopro.ae/tyres,215000000
tyre check near me,Commercial,30,14,1.67,0.63,0,0,0,0,18,,,,,https://www.autopro.ae/tyres,137
tyre companies,Informational,30,23,1.43,0.34,0,0,0,0,42,,,,,https://www.autopro.ae/tyres,139
tyre companies in uae,Commercial,30,19,0.94,0.38,0,0,0,0,16,,,,,https://www.autopro.ae/tyres,133
tyre companies near me,Commercial,30,-1,1.78,0.44,0,0,0,0,8,,,,,https://www.autopro.ae/tyres,135
tyre company in dubai,Commercial,30,25,1.15,0.50,0,0,0,0,5,,,,,https://www.autopro.ae/tyres,111
tyre cost in uae,Informational,30,19,0.48,0.85,0,0,0,0,33,,,,,https://www.autopro.ae/tyres,107
tyre dealers near me,Commercial,30,13,1.79,0.87,0,0,0,0,13,,,,,https://www.autopro.ae/tyres,134
tyre manufacturing company in dubai,Informational,30,12,0.47,0.62,0,0,0,0,29,,,,,https://www.autopro.ae/tyres,99
tyre offers near me,Commercial,30,22,1.06,1.00,0,0,0,0,8,,,,,https://www.autopro.ae/tyres,135
tyre puncher shop,Commercial,30,8,1.47,0.52,0,0,0,0,40,,,,,https://www.autopro.ae/tyres,131
tyre puncture repair cost in dubai,Commercial,30,8,1.46,0.73,0,0,0,0,44,,,,,https://www.autopro.ae/tyres,2760000
tyre puncture repair shop near me,Commercial,30,7,1.71,0.83,0,0,0,0,68,,,,,https://www.autopro.ae/tyres,120
tyre rack,"Informational, Transactional",30,22,0.88,0.99,0,40,0,0,0,,https://cargaragefinder.ae/directory/tyre-rack-car-tyre-service-abu-dhabi,,,,23300000
tyre repair sharjah,Commercial,30,5,1.23,0.79,0,0,0,69,0,,,,https://bestserviceuae.com/sharjah/tires-wheels/,,110
tyre replacement service,Commercial,30,17,3.65,0.87,0,0,0,0,9,,,,,https://www.autopro.ae/tyres,134
tyre service abu dhabi,Commercial,30,13,1.80,0.89,0,0,0,98,0,,,,https://bestserviceuae.com/abu-dhabi/tires-wheels/,,111
tyre shop dip 2,Commercial,30,9,0.90,0.66,0,0,0,13,74,,,,https://bestserviceuae.com/garage/al-mirath-tyres-trading-llc-dip-branch/,https://www.autopro.ae/home/tyres,107
tyre shop in dip,Commercial,30,7,1.19,0.77,0,0,0,25,28,,,,https://bestserviceuae.com/garage/tyre-shift-auto-repairs-workshop/,https://www.autopro.ae/,98
tyre trading companies in dubai,Commercial,30,10,0.65,0.25,0,0,0,0,48,,,,,https://www.autopro.ae/tyres,106
tyre trading company dubai,Commercial,30,13,0.65,0.25,0,0,0,0,53,,,,,https://www.autopro.ae/tyres,116
uae battery replacement,Commercial,30,22,7.09,0.95,0,82,0,0,33,,https://cargaragefinder.ae/directory/dial-a-battery-abu-dhabi,,,https://www.autopro.ae/additional-services/battery,108
uae tyre offers,Informational,30,7,0.75,0.93,0,0,0,0,11,,,,,https://www.autopro.ae/tyres,14700000
underbody car wash,Informational,30,9,0.48,0.83,0,0,0,0,2,,,,,https://www.autopro.ae/prowash,127
universal auto garage mussafah,Navigational,30,19,0.35,0.35,0,0,0,13,0,,,,https://bestserviceuae.com/garage/universal-auto-garage-body-shop/,,99
used car warranty,Informational,30,13,1.30,0.36,0,0,0,0,4,,,,,https://www.autopro.ae/promotions/autopro-extended-warranty-is-launching-in-the-uae,131
v kool tint price dubai,Informational,30,30,1.90,0.71,0,32,0,0,0,,https://cargaragefinder.ae/news/car-tinting-dubai-cost-options,,,,782000
vehicle battery replacement,Commercial,30,19,8.39,1.00,0,0,0,0,25,,,,,https://www.autopro.ae/additional-services/battery,137
vehicle management system,Informational,30,12,2.12,0.49,0,0,0,0,54,,,,,https://www.autopro.ae/fleet-services,135
